Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Close_diff,Lag_Close,Lag_High,Lag_Low,Rolling_Mean_7,Rolling_Std_7,Rolling_Mean_30,Rolling_Std_30,RSI,MACD,BB_Middle_Band,BB_Upper_Band,BB_Lower_Band,Change_Close,Change_Volume,Weekday,Month,Year,Quarter,Volume_Normalized
2019-12-11 00:00:00+03:00,25.4852294921875,25.4852294921875,25.4852294921875,25.4852294921875,38289394,0.0,0.0,,,,,,,,,,0.0,,,,,,2,12,2019,4,1.5806040968712785
2019-12-12 00:00:00+03:00,28.01927504301552,28.01927504301552,26.064441628465737,26.643651962280277,505692621,0.0,0.0,1.158422470092777,25.4852294921875,25.4852294921875,25.4852294921875,,,,,,0.09240976969400805,,,,1.158422470092777,467403227.0,3,12,2019,4,27.146985032910674
2019-12-15 00:00:00+03:00,26.86085772347853,27.15046207299723,26.64365362586844,27.078060150146484,98349281,0.0,0.0,0.4344081878662074,26.643651962280277,28.01927504301552,26.064441628465737,,,,,,0.19841112823340978,,,,0.4344081878662074,-407343340.0,6,12,2019,4,4.865805955388786
2019-12-16 00:00:00+03:00,27.150463947991952,27.58487050226985,27.150463947991952,27.512470245361328,105973907,0.0,0.0,0.43441009521484375,27.078060150146484,27.15046207299723,26.64365362586844,,,,,,0.3138533269553996,,,,0.43441009521484375,7624626.0,0,12,2019,4,5.28286360828948
2019-12-17 00:00:00+03:00,27.548665268107342,27.621067184735317,27.15045973947949,27.331462860107425,142672245,0.0,0.0,-0.1810073852539027,27.512470245361328,27.58487050226985,27.150463947991952,,,,,,0.38628348237880417,,,,-0.1810073852539027,36698338.0,1,12,2019,4,7.290217504944392
2019-12-18 00:00:00+03:00,27.15046321726661,27.222865143168764,26.571252822875977,26.571252822875977,83822621,0.0,0.0,-0.7602100372314489,27.331462860107425,27.621067184735317,27.15045973947949,,,,,,0.3779851284455873,,,,-0.7602100372314489,-58849624.0,2,12,2019,4,4.071215542155875
2019-12-19 00:00:00+03:00,26.57124917668838,26.60745013467185,25.70243453979492,25.70243453979492,108120197,0.0,0.0,-0.8688182830810582,26.571252822875977,27.222865143168764,26.571252822875977,26.617794581821986,0.7794264746160111,,,,0.29786860487952893,,,,-0.8688182830810582,24297576.0,3,12,2019,4,5.400263028253716
2019-12-22 00:00:00+03:00,25.774840370938307,25.84724062696081,25.26803189501184,25.557636260986328,39709972,0.0,0.0,-0.1447982788085902,25.70243453979492,26.60745013467185,25.70243453979492,26.628138405936106,0.7621807305457198,,,,0.22015387494555583,,,,-0.1447982788085902,-68410225.0,6,12,2019,4,1.6583079641091418
2019-12-23 00:00:00+03:00,25.557631516913844,25.811034872368584,25.521430560151188,25.77483558654785,35098090,0.0,0.0,0.21719932556152344,25.557636260986328,25.84724062696081,25.26803189501184,26.504021780831472,0.8272008291869225,,,,0.1740838318803064,,,,0.21719932556152344,-4611882.0,0,12,2019,4,1.406043697983176
2019-12-24 00:00:00+03:00,25.811038777050506,25.847239739289627,25.55763538326102,25.630037307739254,22184338,0.0,0.0,-0.1447982788085973,25.77483558654785,25.811034872368584,25.521430560151188,26.2971613747733,0.8406701183623059,,,,0.12445434761504615,,,,-0.1447982788085973,-12913752.0,1,12,2019,4,0.69967736614452
